DateAndTime,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
14.12.2016 11:00,-5.9,717.6,773.8,-1,93,Wind blowing from the north-east,2,,,70 – 80%., ,,,-11.2,-5.7,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",60%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,-6.9,,,,,,
14.12.2016 08:00,-10.4,718.6,775.9,-0.6,100,Wind blowing from the north-east,1,,,60%., ,,,-10.8,-3.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,-10.4,No precipitation,12,,,,
14.12.2016 05:00,-8,719.2,775.9,-0.6,95,Wind blowing from the south-east,1,,,"10%  or less, but not 0", ,,,-9.7,-3.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,-8.7,,,,,,
14.12.2016 02:00,-8.2,719.8,776.7,-0.3,95,Wind blowing from the south-east,1,,,no clouds, ,,,-8.5,-3.6,,,,,,18,-8.9,No precipitation,6,,,,
13.12.2016 23:00,-4.6,720.1,776.2,0.5,91,Wind blowing from the west-southwest,2,,,no clouds, ,,,-5,-3.6,,,,,,15,-5.8,,,,,,
13.12.2016 20:00,-4,719.6,775.5,1.6,91,Wind blowing from the north-east,1,,,70 – 80%., ,,,-4,-0.1,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15,-5.2,No precipitation,12,,,,
13.12.2016 17:00,-1.9,718,773.4,1.4,80,Wind blowing from the north,2,,,70 – 80%., ,,,-2.5,-0.1,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,-5,,,,,,
13.12.2016 14:00,-1,716.6,771.7,0.7,68,Wind blowing from the north,2,,,100%.,Clouds generally forming or developing. ,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,-2.5,-0.1,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,1000-1500,,,18,-6.2,Trace of precipitation,6,,,,
13.12.2016 11:00,-2,715.9,771.1,4.1,74,Wind blowing from the west,4,,,70 – 80%.,"Snow shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,-2.5,-0.1,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,-6.1,,,,,,
13.12.2016 08:00,-0.1,711.8,766.3,2.2,62,Wind blowing from the west-northwest,6,,,50%., ,,,-0.1,4.7,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25,-6.6,No precipitation,12,,,,
13.12.2016 05:00,2.6,709.6,763.3,0.3,76,Wind blowing from the west,6,,,60%., ,,,2.5,4.7,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,-1.2,,,,,,
13.12.2016 02:00,4.2,709.3,762.7,0,72,Wind blowing from the west-northwest,2,,,70 – 80%., ,,,4,4.7,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,-0.5,No precipitation,6,,,,
12.12.2016 23:00,4.4,709.3,762.6,0.3,72,Wind blowing from the west-northwest,1,,,70 – 80%., ,,,4.1,4.7,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,-0.2,,,,,,
12.12.2016 20:00,4.5,709,762.3,0.3,71,Wind blowing from the west-northwest,4,,,70 – 80%., ,,,4,7.8,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,-0.4,No precipitation,12,,,,
12.12.2016 17:00,5.2,708.7,761.8,-0.1,65,Wind blowing from the west-southwest,4,,,"90  or more, but not 100%", ,,,4.5,7.8,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,-1,,,,,,
12.12.2016 14:00,7.2,708.8,761.6,-1,52,Wind blowing from the north-west,3,,,70 – 80%., ,,,4.5,7.4,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,-2.2,No precipitation,6,,,,
12.12.2016 11:00,5.2,709.8,763,0.8,59,Wind blowing from the west-northwest,6,,,60%., ,,,4.5,5.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,-2.3,,,,,,
12.12.2016 08:00,4.6,709,762.3,-0.3,64,Wind blowing from the south-west,3,,,60%., ,,,-0.5,5.5,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,-1.8,No precipitation,12,,,,
12.12.2016 05:00,5.4,709.3,762.4,0.1,51,Wind blowing from the west,2,,,no clouds, ,,,-0.5,5.5,,,,,,15,-4.1,,,,,,
12.12.2016 02:00,0,709.2,763.4,0.4,81,"Calm, no wind",0,,,no clouds, ,,,-0.3,4.6,,,,,,15,-2.9,No precipitation,6,,,,
11.12.2016 23:00,1.6,708.8,762.7,-0.2,79,"Calm, no wind",0,,,no clouds, ,,,1.4,4.6,,,,,,15,-1.7,,,,,,
11.12.2016 20:00,4.4,709,762.4,-0.1,72,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,-0.5,11.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,-0.2,No precipitation,12,,,,
11.12.2016 17:00,7.8,709.1,761.8,-1.6,63,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,-0.5,11.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25,1.1,,,,,,
11.12.2016 14:00,10,710.7,763,-2.5,47,"Calm, no wind",0,,,no clouds, ,,,-0.5,10.2,,,,,,25,-0.8,No precipitation,6,,,,
11.12.2016 11:00,4.8,713.2,766.7,-0.4,70,"Calm, no wind",0,,,no clouds, ,,,-0.5,4.8,,,,,,25,-0.3,,,,,,
11.12.2016 08:00,-0.2,713.6,768.2,-0.5,88,"Calm, no wind",0,,,20–30%., ,,,-0.5,8.4,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25,-1.9,No precipitation,12,,,,
11.12.2016 05:00,0.2,714.1,768.7,-0.9,94,"Calm, no wind",0,,,no clouds, ,,,0,8.4,,,,,,15,-0.6,,,,,,
11.12.2016 02:00,0.4,715,769.6,-0.4,92,"Calm, no wind",0,,,20–30%., ,,,0.4,8.4,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,-0.7,No precipitation,6,,,,
10.12.2016 23:00,7,715.4,768.7,0.1,72,Wind blowing from the south-southeast,2,,,no clouds, ,,,6.6,8.4,,,,,,20,2.3,,,,,,
10.12.2016 20:00,6.6,715.3,768.6,-0.1,70,Wind blowing from the west,1,,,"10%  or less, but not 0", ,,,-1.9,11,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,1.5,No precipitation,12,,,,
10.12.2016 17:00,9,715.4,768.3,-1.2,60,"Calm, no wind",0,,,40%., ,,,-1.9,11,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25,1.5,,,,,,
10.12.2016 14:00,9.8,716.6,769.5,-0.4,48,Wind blowing from the north-west,3,,,40%., ,,,-1.9,10,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,-0.8,No precipitation,6,,,,
10.12.2016 11:00,8.3,717,770.2,0.1,57,Wind blowing from the north-west,3,,,40%., ,,,-1.9,8.4,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,0.2,,,,,,
10.12.2016 08:00,-1.4,716.9,772,0.5,73,"Calm, no wind",0,,,40%., ,,,-1.8,9.3,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25,-5.6,No precipitation,12,,,,
10.12.2016 05:00,0.2,716.4,771.1,-0.6,66,"Calm, no wind",0,,,no clouds, ,,,-0.2,9.3,,,,,,15,-5.4,,,,,,
10.12.2016 02:00,4.5,717,770.9,-0.1,44,"Calm, no wind",0,,,no clouds, ,,,4.2,9.3,,,,,,15,-6.8,No precipitation,6,,,,
09.12.2016 23:00,6.4,717.1,770.8,0.1,39,Wind blowing from the north-northwest,2,,,no clouds, ,,,6.2,9.3,,,,,,15,-6.6,,,,,,
09.12.2016 20:00,9,717,770.1,-0.2,24,Wind blowing from the west,4,,,20–30%., ,,,-4,12.8,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,-10.4,No precipitation,12,,,,
09.12.2016 17:00,10,717.2,770.1,-0.6,36,"Calm, no wind",0,,,70 – 80%., ,,,-4,12.8,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15,-4.5,,,,,,
09.12.2016 14:00,9,717.8,770.9,-1,43,Wind blowing from the west,1,,,40%., ,,,-4,9,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",16,-3.1,No precipitation,6,,,,
09.12.2016 11:00,1.4,718.8,773.5,-0.3,73,"Calm, no wind",0,,,no clouds, ,,,-4,1.6,,,,,,20,-2.9,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
09.12.2016 08:00,-4,719.1,775,-0.7,96,"Calm, no wind",0,,,20–30%., ,,,-4.4,-1.3,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25,-4.6,No precipitation,12,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
09.12.2016 05:00,-4.2,719.8,775.7,-0.7,91,Wind blowing from the north-east,1,,,no clouds, ,,,-4.4,-1.3,,,,,,13,-5.4,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
09.12.2016 02:00,-2.8,720.5,776.2,-1.1,86,"Calm, no wind",0,,,no clouds, ,,,-3.5,-1.3,,,,,,13,-4.8,No precipitation,6,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
08.12.2016 23:00,-1.7,721.6,777.1,-0.3,83,"Calm, no wind",0,,,no clouds, ,,,-2.7,-1.3,,,,,,13,-4.2,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
08.12.2016 20:00,-2.2,721.9,777.7,0,88,"Calm, no wind",0,,,no clouds, ,,,-8,2.3,,,,,,13,-3.9,No precipitation,12,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
08.12.2016 17:00,1,721.9,777,-1.3,71,Wind blowing from the south-east,1,,,"10%  or less, but not 0", ,,,-8,2.3,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.","Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","No Cirrus, Cirrocumulus or Cirrostratus.",15,-3.7,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
08.12.2016 14:00,0.6,723.2,778.4,-1.6,69,Wind blowing from the east-northeast,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8,0.8,,,,,,8,-4.5,No precipitation,6,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
08.12.2016 11:00,-1.8,724.8,780.7,-0.7,81,"Calm, no wind",0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8,-1.7,,,,,,8,-4.6,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
08.12.2016 08:00,-7,725.5,782.6,-1.1,100,"Calm, no wind",0,,,no clouds, ,,,-7.6,-0.6,,,,,,10,-7,No precipitation,12,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
08.12.2016 05:00,-4.8,726.6,783.2,0.1,100,"Calm, no wind",0,,,40%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,-5.9,-0.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,-4.8,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
08.12.2016 02:00,-4.2,726.5,783,0.2,96,"Calm, no wind",0,,,60%., ,,,-4.6,-0.6,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,-4.8,No precipitation,6,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
07.12.2016 23:00,-1.4,726.3,782.2,1.1,83,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,-1.6,-0.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,-3.9,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
07.12.2016 20:00,-0.8,725.2,780.8,2.2,80,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,-0.8,1.8,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,-3.9,No precipitation,12,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
07.12.2016 17:00,0,723,778.3,0.7,73,Wind blowing from the west,1,,,70 – 80%., ,,,0,1.8,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,-4.3,,,,,,
07.12.2016 14:00,0.6,722.3,777.4,0.5,66,Wind blowing from the north-west,3,,,40%., ,,,0.2,1.8,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,-5,No precipitation,6,,,,
07.12.2016 11:00,1.2,721.8,776.8,2.6,64,Wind blowing from the north-west,4,,,70 – 80%., ,,,0.2,1.8,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,-4.9,,,,,,
07.12.2016 08:00,1.4,719.2,774,1.2,68,Wind blowing from the north-west,4,,,40%., ,,,-2,5.3,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,-3.9,No precipitation,12,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
07.12.2016 05:00,2.2,718,772.4,0.5,63,Wind blowing from the south-west,2,,,no clouds, ,,,2,5.3,,,,,,12,-4.3,,,,,,
07.12.2016 02:00,4.3,717.5,771.5,0.1,61,Wind blowing from the north-west,2,,,no clouds, ,,,2,5.3,,,,,,12,-2.6,No precipitation,6,,,,
06.12.2016 23:00,3.9,717.4,771.5,0.4,51,Wind blowing from the west,4,,,20–30%., ,,,2,5.3,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,-5.3,,,,,,
06.12.2016 20:00,5.3,717,770.8,0.6,59,Wind blowing from the south-west,1,,,20–30%., ,,,-6.5,5.7,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,-2.2,No precipitation,12,,,,
06.12.2016 17:00,3.2,716.4,770.5,-0.4,74,Wind blowing from the north-northwest,2,,,20–30%., ,,,-6.5,5.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15,-1.1,,,,,,
06.12.2016 14:00,3.3,716.8,770.9,-1.2,56,Wind blowing from the south-west,1,,,60%., ,,,-6.5,3.4,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,-4.8,No precipitation,6,,,,
06.12.2016 11:00,-1.5,718,773.3,0.1,83,Wind blowing from the south-east,1,,,70 – 80%., ,,,-6.5,-1,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",17,-4,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
06.12.2016 08:00,-6,717.9,774.1,-0.4,96,Wind blowing from the south-southeast,2,,,20–30%., ,,,-6.5,-1.5,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-6.6,No precipitation,12,,,Loose dry snow covering less than one-half of the ground.,"Snow cover, not continuous."
06.12.2016 05:00,-4,718.3,774.1,-0.5,89,"Calm, no wind",0,,,no clouds, ,,,-4.6,-1.5,,,,,,20,-5.5,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
06.12.2016 02:00,-3,718.8,774.4,-1,84,"Calm, no wind",0,,,no clouds, ,,,-4.5,-1.5,,,,,,20,-5.3,No precipitation,6,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
05.12.2016 23:00,-3.8,719.8,775.7,-0.3,87,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,-4.3,-1.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,-5.6,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
05.12.2016 20:00,-1.8,720.1,775.6,-0.1,74,"Calm, no wind",0,,,no clouds, ,,,-7.7,5.1,,,,,,20,-5.9,No precipitation,12,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
05.12.2016 17:00,2.5,720.2,774.8,-0.5,61,"Calm, no wind",0,,,no clouds, ,,,-7.7,5.1,,,,,,20,-4.3,,,,,,
05.12.2016 14:00,4.6,720.7,774.9,-1,43,Wind blowing from the east,2,,,no clouds, ,,,-7.7,5.1,,,,,,15,-6.9,No precipitation,6,,,,
05.12.2016 11:00,-1.3,721.7,777.2,0.9,76,"Calm, no wind",0,,,no clouds, ,,,-7.7,-1.3,,,,,,12,-5,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
05.12.2016 08:00,-6.4,720.8,777.4,0.8,95,"Calm, no wind",0,,,20–30%., ,,,-7.5,-2.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,-7.1,No precipitation,12,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
05.12.2016 05:00,-6.2,720,776.4,0.4,88,"Calm, no wind",0,,,no clouds, ,,,-6.5,-2.6,,,,,,15,-7.9,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
05.12.2016 02:00,-3.6,719.6,775.5,0.4,68,"Calm, no wind",0,,,no clouds, ,,,-4.6,-2.6,,,,,,15,-8.8,No precipitation,6,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
04.12.2016 23:00,-4.5,719.2,775.3,0.7,76,"Calm, no wind",0,,,no clouds, ,,,-4.6,-2.6,,,,,,15,-8.1,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
04.12.2016 20:00,-2.8,718.5,774.1,0.4,77,"Calm, no wind",0,,,no clouds, ,,,-8.4,4.2,,,,,,18,-6.4,No precipitation,12,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
04.12.2016 17:00,1.6,718.1,772.7,-0.2,75,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,-8.4,4.2,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15,-2.4,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,"Snow cover, not continuous."
04.12.2016 14:00,3.2,718.3,772.6,-0.6,54,Wind blowing from the east-southeast,1,,,"10%  or less, but not 0", ,,,-8.4,3.2,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15,-5.3,No precipitation,6,,,,
04.12.2016 11:00,-0.5,718.9,774.1,0.6,67,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,-8.4,-0.4,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,-6,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,2
04.12.2016 08:00,-7.4,718.3,774.8,1,92,Wind blowing from the east-southeast,1,,,20–30%., ,,,-8,0.7,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20,-8.5,No precipitation,12,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,2
04.12.2016 05:00,-6.8,717.3,773.6,0.5,92,"Calm, no wind",0,,,no clouds, ,,,-7.2,0.7,,,,,,15,-7.9,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,2
04.12.2016 02:00,-4.5,716.8,772.6,0.6,94,"Calm, no wind",0,,,no clouds, ,,,-4.8,0.7,,,,,,18,-5.4,No precipitation,6,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,2
03.12.2016 23:00,-3.3,716.2,771.7,0.8,96,"Calm, no wind",0,,,no clouds, ,,,-3.6,0.7,,,,,,18,-3.9,,,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,2
03.12.2016 20:00,0.4,715.4,770.1,1.1,70,"Calm, no wind",0,,,no clouds, ,,,0.2,5.6,,,,,,20,-4.5,No precipitation,12,,,Compact or wet snow (with or without ice) covering less than one-half of the ground.,2
03.12.2016 17:00,3.6,714.3,768.2,0.2,59,Wind blowing from the west-southwest,1,,,20–30%., ,,,0.8,5.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25,-3.8,,,,,,
03.12.2016 14:00,4.6,714.1,767.8,-0.3,52,Wind blowing from the north-west,2,,,20–30%., ,,,0.8,5,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,-4.6,No precipitation,6,,,,
